APW19980306.1001	23	10	timex3	t14	1
APW19980306.1001	23	11	timex3	t14	1
APW19980306.1001	24	17	timex3	t15	1
CNN19980227.2130.0067	0	4	timex3	t1	1
CNN19980227.2130.0067	0	5	timex3	t1	1
CNN19980227.2130.0067	1	12	timex3	t2	1
CNN19980227.2130.0067	1	13	timex3	t2	1
CNN19980227.2130.0067	3	1	timex3	t3	1
CNN19980227.2130.0067	3	2	timex3	t3	1
CNN19980227.2130.0067	6	0	timex3	t4	1
CNN19980227.2130.0067	6	1	timex3	t4	1
CNN19980227.2130.0067	6	2	timex3	t4	1
CNN19980227.2130.0067	10	2	timex3	t5	1
CNN19980227.2130.0067	10	3	timex3	t5	1
CNN19980227.2130.0067	13	0	timex3	t6	1
CNN19980227.2130.0067	21	14	timex3	t7	1
CNN19980227.2130.0067	21	15	timex3	t7	1
CNN19980227.2130.0067	23	1	timex3	t8	1
CNN19980227.2130.0067	23	2	timex3	t8	1
NYT19980402.0453	0	12	timex3	t1	1
NYT19980402.0453	0	21	timex3	t2	1
NYT19980402.0453	0	22	timex3	t2	1
NYT19980402.0453	0	23	timex3	t2	1
NYT19980402.0453	0	24	timex3	t2	1
NYT19980402.0453	2	11	timex3	t3	1
NYT19980402.0453	2	12	timex3	t3	1
NYT19980402.0453	4	20	timex3	t4	1
NYT19980402.0453	4	21	timex3	t4	1
NYT19980402.0453	6	6	timex3	t5	1
NYT19980402.0453	10	28	timex3	t6	1
PRI19980303.2000.2550	0	0	timex3	t1	1
PRI19980303.2000.2550	0	17	timex3	t2	1
PRI19980303.2000.2550	1	11	timex3	t3	1
PRI19980303.2000.2550	16	0	timex3	t4	1
PRI19980303.2000.2550	29	9	timex3	t5	1
PRI19980303.2000.2550	29	10	timex3	t5	1
VOA19980501.1800.0355	0	15	timex3	t1	1
VOA19980501.1800.0355	0	16	timex3	t1	1
VOA19980501.1800.0355	1	8	timex3	t2	1
WSJ900813-0157	1	3	timex3	t1	1
WSJ900813-0157	7	5	timex3	t2	1
WSJ900813-0157	17	4	timex3	t3	1
WSJ900813-0157	18	1	timex3	t4	1
WSJ900813-0157	21	3	timex3	t5	1
WSJ900813-0157	31	19	timex3	t6	1
WSJ900813-0157	31	20	timex3	t6	1
WSJ900813-0157	38	19	timex3	t7	1
WSJ900813-0157	44	9	timex3	t8	1
WSJ900813-0157	44	10	timex3	t8	1
WSJ900813-0157	44	11	timex3	t8	1
WSJ900813-0157	50	1	timex3	t9	1
WSJ900813-0157	50	2	timex3	t9	1
WSJ900813-0157	50	3	timex3	t9	1
WSJ900813-0157	53	14	timex3	t10	1
WSJ900813-0157	53	15	timex3	t10	1
WSJ900813-0157	53	16	timex3	t10	1
WSJ900813-0157	53	17	timex3	t10	1
WSJ900813-0157	53	18	timex3	t10	1
WSJ900813-0157	55	13	timex3	t11	1
WSJ900813-0157	55	14	timex3	t11	1
WSJ900813-0157	57	1	timex3	t12	1
WSJ900813-0157	57	2	timex3	t12	1
WSJ900813-0157	57	34	timex3	t13	1
WSJ900813-0157	57	35	timex3	t13	1
WSJ900813-0157	57	36	timex3	t13	1
WSJ900813-0157	59	36	timex3	t14	1
ea980120.1830.0456	0	3	timex3	t1	1
ea980120.1830.0456	1	4	timex3	t2	1
ea980120.1830.0456	1	5	timex3	t2	1
ea980120.1830.0456	4	3	timex3	t3	1
wsj_0032	1	5	timex3	t1	1
wsj_0032	1	20	timex3	t2	1
wsj_0032	1	21	timex3	t2	1
wsj_0032	1	22	timex3	t2	1
wsj_0032	1	23	timex3	t2	1
wsj_0032	2	1	timex3	t3	1
wsj_0073	0	28	timex3	t1	1
wsj_0073	0	29	timex3	t1	1
wsj_0073	0	30	timex3	t1	1
wsj_0073	0	31	timex3	t1	1
wsj_0073	0	32	timex3	t1	1
wsj_0073	2	14	timex3	t2	1
wsj_0073	3	5	timex3	t3	1
wsj_0073	3	6	timex3	t3	1
wsj_0471	2	0	timex3	t1	1
wsj_0471	2	1	timex3	t1	1
wsj_0471	2	2	timex3	t1	1
wsj_0471	3	1	timex3	t2	1
wsj_0471	3	2	timex3	t2	1
wsj_0505	1	7	timex3	t1	1
wsj_0505	3	10	timex3	t2	1
wsj_0505	3	11	timex3	t2	1
wsj_0505	4	9	timex3	t3	1
wsj_0505	5	1	timex3	t4	1
wsj_0505	5	2	timex3	t4	1
wsj_0505	5	3	timex3	t4	1
wsj_0505	5	5	timex3	t5	1
wsj_0505	5	6	timex3	t5	1
wsj_0505	7	15	timex3	t6	1
wsj_0505	7	17	timex3	t7	1
wsj_0520	0	9	timex3	t1	1
wsj_0520	0	10	timex3	t1	1
wsj_0520	4	15	timex3	t2	1
wsj_0520	4	16	timex3	t2	1
wsj_0520	4	22	timex3	t3	1
wsj_0520	4	26	timex3	t4	1
wsj_0520	5	9	timex3	t5	1
wsj_0520	5	10	timex3	t5	1
wsj_0520	5	35	timex3	t6	1
wsj_0520	5	36	timex3	t6	1
wsj_0520	5	37	timex3	t6	1
wsj_0520	5	38	timex3	t6	1
wsj_0520	5	39	timex3	t6	1
wsj_0520	5	40	timex3	t6	1
wsj_0520	5	41	timex3	t6	1
wsj_0520	6	4	timex3	t7	1
wsj_0520	6	8	timex3	t8	1
wsj_0520	11	8	timex3	t9	1
wsj_0520	11	24	timex3	t10	1
wsj_0520	11	25	timex3	t10	1
wsj_0520	12	15	timex3	t11	1
wsj_0520	12	16	timex3	t11	1
wsj_0527	0	32	timex3	t1	1
wsj_0527	0	33	timex3	t1	1
wsj_0527	0	44	timex3	t2	1
wsj_0527	1	49	timex3	t3	1
wsj_0527	2	9	timex3	t4	1
wsj_0527	2	10	timex3	t4	1
wsj_0527	5	5	timex3	t5	1
wsj_0527	5	29	timex3	t6	1
wsj_0527	5	30	timex3	t6	1
wsj_0527	5	31	timex3	t6	1
wsj_0527	6	5	timex3	t7	1
wsj_0527	8	11	timex3	t8	1
wsj_0527	8	12	timex3	t8	1
wsj_0527	8	13	timex3	t8	1
wsj_0527	9	4	timex3	t9	1
wsj_0527	9	5	timex3	t9	1
wsj_0527	9	6	timex3	t9	1
wsj_0527	9	14	timex3	t10	1
wsj_0527	9	15	timex3	t10	1
wsj_0527	9	16	timex3	t10	1
wsj_0527	11	0	timex3	t11	1
wsj_0527	11	11	timex3	t12	1
wsj_0527	11	12	timex3	t12	1
wsj_0527	11	13	timex3	t12	1
wsj_0586	0	6	timex3	t1	1
wsj_0586	4	16	timex3	t2	1
wsj_0586	4	17	timex3	t2	1
wsj_0586	4	18	timex3	t2	1
wsj_0586	4	22	timex3	t3	1
wsj_0586	4	23	timex3	t3	1
wsj_0586	4	33	timex3	t4	1
wsj_0586	6	10	timex3	t5	1
wsj_0586	6	12	timex3	t6	1
wsj_0586	6	13	timex3	t6	1
wsj_0586	7	25	timex3	t7	1
wsj_0586	8	3	timex3	t8	1
wsj_0586	12	43	timex3	t9	1
wsj_0586	12	44	timex3	t9	1
wsj_0586	15	9	timex3	t10	1
wsj_0586	18	8	timex3	t11	1
wsj_0586	19	14	timex3	t12	1
wsj_0586	19	15	timex3	t12	1
wsj_0586	20	5	timex3	t13	1
wsj_0586	21	1	timex3	t14	1
wsj_0586	22	14	timex3	t15	1
wsj_0586	23	11	timex3	t16	1
wsj_0586	23	23	timex3	t17	1
wsj_0586	24	6	timex3	t18	1
wsj_0586	24	7	timex3	t18	1
wsj_0586	24	15	timex3	t19	1
wsj_0586	25	21	timex3	t20	1
wsj_0586	25	22	timex3	t20	1
wsj_0586	26	3	timex3	t21	1
wsj_0586	26	11	timex3	t22	1
wsj_0586	26	12	timex3	t22	1
wsj_0586	27	5	timex3	t23	1
wsj_0586	27	11	timex3	t24	1
wsj_0586	27	12	timex3	t24	1
wsj_0586	27	13	timex3	t24	1
wsj_0586	27	14	timex3	t24	1
wsj_0586	27	19	timex3	t25	1
wsj_0586	27	20	timex3	t25	1
wsj_0586	28	5	timex3	t26	1
wsj_0586	30	13	timex3	t27	1
wsj_0586	31	21	timex3	t28	1
wsj_0586	31	22	timex3	t28	1
wsj_0586	35	19	timex3	t29	1
wsj_0586	35	20	timex3	t29	1
wsj_0586	43	5	timex3	t30	1
wsj_0586	44	4	timex3	t31	1
wsj_0586	44	5	timex3	t31	1
wsj_0586	44	6	timex3	t32	1
wsj_0586	44	7	timex3	t32	1
wsj_0586	44	8	timex3	t33	1
wsj_0586	54	5	timex3	t34	1
wsj_0586	54	8	timex3	t35	1
wsj_0586	54	9	timex3	t35	1
wsj_0781	1	46	timex3	t1	1
wsj_0781	1	47	timex3	t1	1
wsj_0781	1	48	timex3	t1	1
wsj_0781	2	3	timex3	t2	1
wsj_0781	2	4	timex3	t2	1
wsj_0781	3	1	timex3	t3	1
wsj_0781	6	2	timex3	t4	1
wsj_0781	6	3	timex3	t4	1
wsj_0781	6	16	timex3	t5	1
wsj_0781	6	17	timex3	t5	1
wsj_0781	6	18	timex3	t5	1
wsj_0781	11	24	timex3	t6	1
wsj_0781	11	53	timex3	t7	1
wsj_0781	12	0	timex3	t8	1
wsj_0781	13	10	timex3	t9	1
wsj_0781	14	13	timex3	t10	1
wsj_0781	14	14	timex3	t10	1
wsj_0781	24	1	timex3	t11	1
wsj_0781	24	2	timex3	t11	1
wsj_0781	25	8	timex3	t12	1
wsj_0781	28	17	timex3	t13	1
wsj_0781	28	18	timex3	t13	1
wsj_0781	31	11	timex3	t14	1
wsj_0781	33	31	timex3	t15	1
wsj_0781	33	32	timex3	t15	1
wsj_0781	34	1	timex3	t16	1
wsj_0781	34	2	timex3	t16	1
wsj_0781	43	22	timex3	t17	1
wsj_0781	43	23	timex3	t17	1
wsj_0781	43	24	timex3	t17	1
wsj_0781	46	14	timex3	t18	1
wsj_0781	46	15	timex3	t18	1
wsj_0781	46	16	timex3	t18	1
wsj_0781	46	17	timex3	t18	1
wsj_0791	1	19	timex3	t1	1
wsj_0791	1	20	timex3	t1	1
wsj_0791	1	21	timex3	t1	1
wsj_0791	1	22	timex3	t1	1
wsj_0791	2	19	timex3	t2	1
wsj_0791	3	0	timex3	t3	1
wsj_0791	8	24	timex3	t4	1
wsj_0791	8	25	timex3	t4	1
wsj_0791	8	26	timex3	t4	1
wsj_0791	8	27	timex3	t4	1
wsj_0798	3	4	timex3	t1	1
wsj_0798	3	5	timex3	t1	1
wsj_0798	5	9	timex3	t2	1
wsj_0798	7	14	timex3	t3	1
wsj_0798	7	15	timex3	t3	1
wsj_0798	8	10	timex3	t4	1
wsj_0798	9	27	timex3	t5	1
